Average,Knot,Lengths
0.009989239999999799,3_1,250
0.019817159999999598,3_1,250
0.0290016800000003,3_1,250
0.0377694999999994,3_1,250
0.045823299999999595,3_1,250
0.0534070800000004,3_1,250
0.0604278400000001,3_1,250
0.06714565999999919,3_1,250
0.07337960000000104,3_1,250
0.07932137999999975,3_1,250
0.08493201999999975,3_1,250
0.09037212000000025,3_1,250
0.09554473999999966,3_1,250
0.1005449600000002,3_1,250
0.10530064000000064,3_1,250
0.10991979999999904,3_1,250
0.11434634000000045,3_1,250
0.11867520000000095,3_1,250
0.12281209999999955,3_1,250
0.12685774000000066,3_1,250
0.13072449999999913,3_1,250
0.13449465999999966,3_1,250
0.1381402600000001,3_1,250
0.14170655999999965,3_1,250
0.1451416599999999,3_1,250
0.14849605999999993,3_1,250
0.15174453999999998,3_1,250
0.15491766000000023,3_1,250
0.15802382000000015,3_1,250
0.1610649999999999,3_1,250
0.16400226000000034,3_1,250
0.1668672799999992,3_1,250
0.1696518600000004,3_1,250
0.1723895000000005,3_1,250
0.1750344999999996,3_1,250
0.17762610000000026,3_1,250
0.1801750400000004,3_1,250
0.18266873999999966,3_1,250
0.18510909999999936,3_1,250
0.18750542000000037,3_1,250
0.18982797999999979,3_1,250
0.19210879999999964,3_1,250
0.1943416200000005,3_1,250
0.19655545999999974,3_1,250
0.19872483999999974,3_1,250
0.2008678800000002,3_1,250
0.20295304,3_1,250
0.2050030399999997,3_1,250
0.2070157000000001,3_1,250
0.2090015600000001,3_1,250
0.21094193999999988,3_1,250
0.21285051999999993,3_1,250
0.2147195000000001,3_1,250
0.21655966000000004,3_1,250
0.21832250000000014,3_1,250
0.22005399999999992,3_1,250
0.2217328399999999,3_1,250
0.22337832000000005,3_1,250
0.22498919999999972,3_1,250
0.2265775000000003,3_1,250
0.2281181000000001,3_1,250
0.2296281800000001,3_1,250
0.2310994,3_1,250
0.23255031999999998,3_1,250
0.23397262000000005,3_1,250
0.23535971999999988,3_1,250
0.23670136,3_1,250
0.23801460000000024,3_1,250
0.23928595999999985,3_1,250
0.2405318799999999,3_1,250
0.24173732000000003,3_1,250
0.24292182000000004,3_1,250
0.2440734399999998,3_1,250
0.2452021600000002,3_1,250
0.24629581999999994,3_1,250
0.24736998000000004,3_1,250
0.2484096400000002,3_1,250
0.24942632000000003,3_1,250
0.2503992800000001,3_1,250
0.25134253999999995,3_1,250
0.25224632000000013,3_1,250
0.25312519999999994,3_1,250
0.25395924000000003,3_1,250
0.2547699599999999,3_1,250
0.25553880000000007,3_1,250
0.25628041999999984,3_1,250
0.25697942000000007,3_1,250
0.25764942,3_1,250
0.25827101999999985,3_1,250
0.25886378000000043,3_1,250
0.2594141000000001,3_1,250
0.2599337599999999,3_1,250
0.2604031200000001,3_1,250
0.2608343799999999,3_1,250
0.26120096000000015,3_1,250
0.26152342000000006,3_1,250
0.2617688399999999,3_1,250
0.26195682,3_1,250
0.2620399400000004,3_1,250
0.26204496000000044,3_1,250
0.0099999999999998,4_1,100
0.0199999999999996,4_1,100
0.0299889000000003,4_1,100
0.0399217999999993,4_1,100
0.0497329999999993,4_1,100
0.0594120000000007,4_1,100
0.0689393999999997,4_1,100
0.0783790999999987,4_1,100
0.0876368000000019,4_1,100
0.0967645999999988,4_1,100
0.1056683999999995,4_1,100
0.1143752000000011,4_1,100
0.1229341999999987,4_1,100
0.1312706000000001,4_1,100
0.1395118000000021,4_1,100
0.147633199999998,4_1,100
0.1555507999999994,4_1,100
0.1633230000000028,4_1,100
0.1709454999999988,4_1,100
0.1784279999999987,4_1,100
0.1858207000000003,4_1,100
0.1930584999999993,4_1,100
0.2001342999999985,4_1,100
0.2070754000000012,4_1,100
0.2138823000000001,4_1,100
0.2205889999999986,4_1,100
0.2271663000000022,4_1,100
0.2336466000000009,4_1,100
0.2400265999999989,4_1,100
0.246260500000002,4_1,100
0.2523983000000007,4_1,100
0.2584009999999975,4_1,100
0.2643262000000021,4_1,100
0.2701516000000006,4_1,100
0.2758507999999992,4_1,100
0.2814538000000033,4_1,100
0.2869398000000014,4_1,100
0.2923049999999988,4_1,100
0.2975613999999976,4_1,100
0.3027298000000002,4_1,100
0.3077978000000008,4_1,100
0.3127871999999995,4_1,100
0.3176930000000019,4_1,100
0.3225208999999998,4_1,100
0.3272487999999983,4_1,100
0.3318999999999995,4_1,100
0.3364750000000013,4_1,100
0.3409589000000005,4_1,100
0.3453550000000013,4_1,100
0.3496627000000004,4_1,100
0.3538878999999992,4_1,100
0.3580239999999998,4_1,100
0.3620717999999994,4_1,100
0.3660231,4_1,100
0.3698969000000011,4_1,100
0.3737093000000003,4_1,100
0.3774700999999997,4_1,100
0.3811748999999995,4_1,100
0.3848219999999995,4_1,100
0.3883999000000007,4_1,100
0.391912200000001,4_1,100
0.3953661000000007,4_1,100
0.3987196999999998,4_1,100
0.4019951000000001,4_1,100
0.4052021000000002,4_1,100
0.4083328000000004,4_1,100
0.4113952000000001,4_1,100
0.4143669000000002,4_1,100
0.4172591999999998,4_1,100
0.4200843999999998,4_1,100
0.4228328000000009,4_1,100
0.4255108000000003,4_1,100
0.4281214999999999,4_1,100
0.4306634000000003,4_1,100
0.4331209000000006,4_1,100
0.4354977000000004,4_1,100
0.4377983,4_1,100
0.4400134,4_1,100
0.4421340000000004,4_1,100
0.4441816999999999,4_1,100
0.4461404999999995,4_1,100
0.4480171000000002,4_1,100
0.4498061000000003,4_1,100
0.4515128000000009,4_1,100
0.4531381000000002,4_1,100
0.4546673999999998,4_1,100
0.4561033000000002,4_1,100
0.4574488999999997,4_1,100
0.4586858000000007,4_1,100
0.4598161000000004,4_1,100
0.4608354999999995,4_1,100
0.4617377000000007,4_1,100
0.4625264000000007,4_1,100
0.4631821999999995,4_1,100
0.4636826,4_1,100
0.4639975000000004,4_1,100
0.4641281999999999,4_1,100
0.4641631999999999,4_1,100
0.4641684,4_1,100
0.4641684,4_1,100
0.0099999999999998,4_1,150
0.0199900666666663,4_1,150
0.0299215333333337,4_1,150
0.0396643333333326,4_1,150
0.049295266666666,4_1,150
0.0586850666666673,4_1,150
0.0679291333333332,4_1,150
0.0768283333333322,4_1,150
0.0855576666666683,4_1,150
0.0939463333333324,4_1,150
0.1021112666666661,4_1,150
0.1099642000000009,4_1,150
0.117732799999999,4_1,150
0.1252642000000003,4_1,150
0.1326550000000016,4_1,150
0.1398361999999983,4_1,150
0.1469047333333329,4_1,150
0.1537126666666688,4_1,150
0.160391799999999,4_1,150
0.1668607333333325,4_1,150
0.1731924666666667,4_1,150
0.1793665333333328,4_1,150
0.1854686666666655,4_1,150
0.1913757333333341,4_1,150
0.1971700666666666,4_1,150
0.2027638666666658,4_1,150
0.2082744000000013,4_1,150
0.2136203333333336,4_1,150
0.2188878666666661,4_1,150
0.224034466666668,4_1,150
0.2291144000000009,4_1,150
0.2340975999999982,4_1,150
0.2390037333333354,4_1,150
0.2437524000000008,4_1,150
0.248420333333332,4_1,150
0.2529392666666687,4_1,150
0.2574142666666676,4_1,150
0.2617641999999991,4_1,150
0.2660832666666652,4_1,150
0.270294333333334,4_1,150
0.2744707999999999,4_1,150
0.2785286666666656,4_1,150
0.2825433333333345,4_1,150
0.2864401999999994,4_1,150
0.2902709333333328,4_1,150
0.2939861333333331,4_1,150
0.2976480000000003,4_1,150
0.3012374000000001,4_1,150
0.3047985333333333,4_1,150
0.3082677333333333,4_1,150
0.3116884666666661,4_1,150
0.3150081333333331,4_1,150
0.3182864666666662,4_1,150
0.3214921999999999,4_1,150
0.3246450000000003,4_1,150
0.3277190000000003,4_1,150
0.3307677333333325,4_1,150
0.3337494000000002,4_1,150
0.3366937333333333,4_1,150
0.3395583999999998,4_1,150
0.3423824000000003,4_1,150
0.3451384000000002,4_1,150
0.3478576000000001,4_1,150
0.3504893999999997,4_1,150
0.353081266666667,4_1,150
0.3555854666666667,4_1,150
0.3580648000000005,4_1,150
0.3604684000000004,4_1,150
0.3628371333333335,4_1,150
0.3651327333333334,4_1,150
0.3673936000000004,4_1,150
0.3695809999999992,4_1,150
0.3717289999999996,4_1,150
0.3737892666666667,4_1,150
0.3758275333333337,4_1,150
0.3778067333333333,4_1,150
0.3797538000000003,4_1,150
0.3816339333333332,4_1,150
0.3834677333333332,4_1,150
0.3852229333333338,4_1,150
0.3869377333333335,4_1,150
0.3885623333333342,4_1,150
0.3901396,4_1,150
0.3916303333333336,4_1,150
0.3930705333333337,4_1,150
0.3944247999999997,4_1,150
0.3957260000000003,4_1,150
0.3969390666666668,4_1,150
0.3981037333333332,4_1,150
0.3991573999999994,4_1,150
0.4001505333333331,4_1,150
0.4010244666666672,4_1,150
0.4018353999999993,4_1,150
0.402504133333333,4_1,150
0.4030975333333338,4_1,150
0.4035128000000009,4_1,150
0.403825,4_1,150
0.403908266666667,4_1,150
0.4039315333333338,4_1,150
0.4039315333333338,4_1,150
0.0099903499999998,4_1,200
0.0199612999999996,4_1,200
0.0297188500000003,4_1,200
0.0393890499999993,4_1,200
0.0486509499999994,4_1,200
0.0577435500000006,4_1,200
0.06636725,4_1,200
0.0748130499999989,4_1,200
0.0827363500000014,4_1,200
0.0905039499999994,4_1,200
0.0978558499999997,4_1,200
0.1051153500000008,4_1,200
0.1120591999999991,4_1,200
0.1189039500000005,4_1,200
0.1254860000000014,4_1,200
0.1319341999999985,4_1,200
0.1381356,4_1,200
0.1442551000000018,4_1,200
0.1501779499999991,4_1,200
0.1559995499999997,4_1,200
0.1616322999999997,4_1,200
0.1672029999999997,4_1,200
0.1725772999999991,4_1,200
0.1778854500000005,4_1,200
0.18299165,4_1,200
0.1880542999999995,4_1,200
0.1929309000000009,4_1,200
0.1977242000000007,4_1,200
0.2023392499999997,4_1,200
0.2069204500000008,4_1,200
0.2113509000000007,4_1,200
0.2157180499999983,4_1,200
0.2199572000000011,4_1,200
0.2241573000000007,4_1,200
0.2282170499999992,4_1,200
0.2322455000000015,4_1,200
0.2361328000000007,4_1,200
0.2399707499999995,4_1,200
0.2437105499999985,4_1,200
0.2474139000000006,4_1,200
0.2510138999999998,4_1,200
0.254582349999999,4_1,200
0.2580284500000009,4_1,200
0.2614645999999994,4_1,200
0.2648349499999995,4_1,200
0.2681683000000004,4_1,200
0.2714089000000004,4_1,200
0.2746102,4_1,200
0.2777271500000009,4_1,200
0.2808248499999999,4_1,200
0.2838129999999997,4_1,200
0.2867826500000002,4_1,200
0.2896683999999997,4_1,200
0.2925315499999993,4_1,200
0.2953329500000006,4_1,200
0.2980794499999998,4_1,200
0.3007499,4_1,200
0.3033703000000004,4_1,200
0.30594645,4_1,200
0.3084957000000002,4_1,200
0.3109765500000004,4_1,200
0.3134322500000001,4_1,200
0.3158025500000002,4_1,200
0.3181484999999998,4_1,200
0.3203856000000004,4_1,200
0.3225886499999997,4_1,200
0.3247237499999996,4_1,200
0.3268388499999999,4_1,200
0.3288957999999999,4_1,200
0.3309288000000002,4_1,200
0.3328954500000002,4_1,200
0.3348342,4_1,200
0.3367137499999996,4_1,200
0.3385682499999999,4_1,200
0.3403357999999996,4_1,200
0.3420785999999999,4_1,200
0.3437485500000004,4_1,200
0.3453958000000001,4_1,200
0.3469826499999996,4_1,200
0.3485469500000002,4_1,200
0.3500303500000001,4_1,200
0.3514906499999997,4_1,200
0.3528675999999998,4_1,200
0.3542197500000005,4_1,200
0.3554790499999996,4_1,200
0.3567095000000004,4_1,200
0.357846,4_1,200
0.3589562000000001,4_1,200
0.3599689500000004,4_1,200
0.3609481500000002,4_1,200
0.3618244500000003,4_1,200
0.3626529,4_1,200
0.3633582000000003,4_1,200
0.3640218499999998,4_1,200
0.3645503499999999,4_1,200
0.3650301999999996,4_1,200
0.3653366499999999,4_1,200
0.3655674999999997,4_1,200
0.3655863999999996,4_1,200
0.3655895499999996,4_1,200
0.0099999999999998,4_1,250
0.0199522399999996,4_1,250
0.0297367600000003,4_1,250
0.0392776399999993,4_1,250
0.0484604399999994,4_1,250
0.0573731200000005,4_1,250
0.065858,4_1,250
0.0741077999999989,4_1,250
0.0819641200000015,4_1,250
0.0896981199999993,4_1,250
0.0970973599999996,4_1,250
0.1042364800000005,4_1,250
0.1109949599999992,4_1,250
0.1176014000000002,4_1,250
0.1240206800000012,4_1,250
0.1302788799999987,4_1,250
0.1362884400000002,4_1,250
0.1421807200000017,4_1,250
0.1479360799999992,4_1,250
0.1536087599999999,4_1,250
0.1591240399999996,4_1,250
0.1644950399999995,4_1,250
0.1697216799999995,4_1,250
0.1748342000000001,4_1,250
0.1797508800000001,4_1,250
0.1845023199999996,4_1,250
0.1890813200000005,4_1,250
0.1935421200000001,4_1,250
0.1978947199999997,4_1,250
0.2021846800000009,4_1,250
0.2063893600000005,4_1,250
0.2104983199999983,4_1,250
0.2144820000000009,4_1,250
0.2183480800000004,4_1,250
0.2221436799999992,4_1,250
0.2258698400000014,4_1,250
0.2295332000000008,4_1,250
0.2331555199999993,4_1,250
0.2366793199999988,4_1,250
0.2401588400000009,4_1,250
0.2435857599999996,4_1,250
0.2469633199999989,4_1,250
0.2502279200000005,4_1,250
0.2534383199999999,4_1,250
0.2565835599999994,4_1,250
0.2596932000000007,4_1,250
0.2627294799999998,4_1,250
0.2657294799999994,4_1,250
0.2686686000000007,4_1,250
0.2715702799999999,4_1,250
0.2743838399999996,4_1,250
0.2771598400000006,4_1,250
0.2798687600000002,4_1,250
0.28253972,4_1,250
0.2851510799999995,4_1,250
0.28771792,4_1,250
0.2902333599999998,4_1,250
0.2926985200000001,4_1,250
0.2951215600000002,4_1,250
0.2974988400000005,4_1,250
0.2998064400000003,4_1,250
0.30208288,4_1,250
0.3043047599999996,4_1,250
0.30648988,4_1,250
0.3086156000000002,4_1,250
0.3107130800000003,4_1,250
0.3127610400000002,4_1,250
0.3147681600000003,4_1,250
0.3167063600000003,4_1,250
0.3186014799999995,4_1,250
0.3204478800000003,4_1,250
0.3222609200000001,4_1,250
0.3240251999999999,4_1,250
0.3257448,4_1,250
0.3274010399999997,4_1,250
0.3290333200000001,4_1,250
0.3306250400000006,4_1,250
0.33218216,4_1,250
0.33368348,4_1,250
0.3351474000000001,4_1,250
0.33655464,4_1,250
0.3379256000000001,4_1,250
0.3392414000000005,4_1,250
0.3405202799999998,4_1,250
0.3417243200000001,4_1,250
0.3428859200000005,4_1,250
0.3439805200000003,4_1,250
0.3450334400000001,4_1,250
0.3460157200000002,4_1,250
0.3469507200000006,4_1,250
0.3478052399999998,4_1,250
0.3485964800000007,4_1,250
0.3493030400000003,4_1,250
0.3499471599999997,4_1,250
0.3504830799999999,4_1,250
0.3509437199999998,4_1,250
0.3512777999999999,4_1,250
0.3515074399999994,4_1,250
0.3515571999999995,4_1,250
0.3515589999999995,4_1,250
0.0099999999999998,5_1,100
0.0199999999999996,5_1,100
0.0300000000000003,5_1,100
0.0399999999999993,5_1,100
0.0499987999999992,5_1,100
0.059987950000000706,5_1,100
0.0699519999999996,5_1,100
0.07987669999999861,5_1,100
0.08974220000000205,5_1,100
0.0995341999999986,5_1,100
0.10923944999999949,5_1,100
0.11882760000000135,5_1,100
0.1282823499999984,5_1,100
0.13764589999999954,5_1,100
0.14689290000000238,5_1,100
0.1560089999999976,5_1,100
0.16502579999999845,5_1,100
0.17390570000000344,5_1,100
0.1826280999999985,5_1,100
0.19122214999999798,5_1,100
0.19969725000000094,5_1,100
0.20805579999999918,5_1,100
0.2162654499999973,5_1,100
0.22437230000000205,5_1,100
0.23235784999999998,5_1,100
0.24020114999999753,5_1,100
0.24792710000000315,5_1,100
0.25551585000000065,5_1,100
0.2629922999999985,5_1,100
0.27034585000000333,5_1,100
0.27762105000000115,5_1,100
0.28476874999999674,5_1,100
0.29178080000000184,5_1,100
0.2986983499999991,5_1,100
0.3055016500000002,5_1,100
0.31220110000000423,5_1,100
0.3188008000000019,5_1,100
0.32530924999999844,5_1,100
0.3317189999999959,5_1,100
0.33803149999999893,5_1,100
0.34423340000000224,5_1,100
0.35033335,5_1,100
0.3563376000000026,5_1,100
0.36223644999999904,5_1,100
0.3680453499999973,5_1,100
0.373744949999998,5_1,100
0.3793492000000029,5_1,100
0.3848627500000009,5_1,100
0.3902762000000023,5_1,100
0.3956167499999999,5_1,100
0.4008623999999984,5_1,100
0.406015499999999,5_1,100
0.41108999999999807,5_1,100
0.4160931500000016,5_1,100
0.4210142500000016,5_1,100
0.42584035000000053,5_1,100
0.430581349999999,5_1,100
0.4352429999999997,5_1,100
0.43983004999999853,5_1,100
0.4443195000000012,5_1,100
0.44872130000000077,5_1,100
0.45302950000000036,5_1,100
0.45725059999999973,5_1,100
0.46137474999999983,5_1,100
0.46542424999999954,5_1,100
0.4693990000000011,5_1,100
0.47327570000000024,5_1,100
0.47705165000000055,5_1,100
0.48075235000000005,5_1,100
0.4843630999999999,5_1,100
0.48789840000000007,5_1,100
0.49135654999999995,5_1,100
0.49473375000000014,5_1,100
0.4980446500000001,5_1,100
0.5012866500000009,5_1,100
0.5044447500000006,5_1,100
0.5075047000000003,5_1,100
0.5104739500000002,5_1,100
0.5133462500000007,5_1,100
0.5161216499999999,5_1,100
0.5188187000000001,5_1,100
0.5214193499999997,5_1,100
0.5239331500000004,5_1,100
0.5263527000000007,5_1,100
0.5286722500000007,5_1,100
0.53089165,5_1,100
0.5330052499999999,5_1,100
0.5350143500000002,5_1,100
0.5369222000000005,5_1,100
0.5387200500000003,5_1,100
0.5403973000000002,5_1,100
0.5419520999999998,5_1,100
0.5433794000000003,5_1,100
0.5446802500000003,5_1,100
0.5458447500000003,5_1,100
0.546870150000001,5_1,100
0.5477488000000001,5_1,100
0.54845015,5_1,100
0.5489015999999998,5_1,100
0.5490227000000003,5_1,100
0.0099999999999998,5_1,150
0.0199999999999996,5_1,150
0.0300000000000003,5_1,150
0.039995266666665946,5_1,150
0.049981699999999255,5_1,150
0.05990593333333405,5_1,150
0.06976229999999961,5_1,150
0.07944729999999865,5_1,150
0.08906293333333534,5_1,150
0.09851753333333205,5_1,150
0.10788219999999951,5_1,150
0.11704373333333454,5_1,150
0.1261060999999985,5_1,150
0.13491139999999974,5_1,150
0.14360096666666888,5_1,150
0.15208376666666445,5_1,150
0.16043649999999893,5_1,150
0.1685622333333364,5_1,150
0.17659023333333196,5_1,150
0.18440843333333184,5_1,150
0.19214780000000045,5_1,150
0.19966729999999916,5_1,150
0.20710323333333125,5_1,150
0.2143808333333348,5_1,150
0.2215810333333333,5_1,150
0.22863966666666496,5_1,150
0.23561426666666901,5_1,150
0.2423956000000006,5_1,150
0.24906453333333212,5_1,150
0.2555707333333358,5_1,150
0.26197806666666756,5_1,150
0.2682032999999975,5_1,150
0.274363900000002,5_1,150
0.28036446666666665,5_1,150
0.28630609999999934,5_1,150
0.29212256666667014,5_1,150
0.297863866666668,5_1,150
0.3034618333333319,5_1,150
0.30897786666666355,5_1,150
0.3143736333333329,5_1,150
0.31969400000000125,5_1,150
0.32488829999999924,5_1,150
